id,Mã xã,Tên xã,Mã huyện
1718,04282,Phường Pú Trạng,133
1719,04285,Phường Trung Tâm,133
1720,04288,Phường Tân An,133
1721,04291,Phường Cầu Thia,133
1722,04294,Xã Nghĩa Lợi,133
1723,04297,Xã Nghĩa Phúc,133
1724,04300,Xã Nghĩa An,133
1725,04624,Xã Nghĩa Lộ,133
1726,04660,Xã Sơn A,133
1727,04663,Xã Phù Nham,133
1728,04675,Xã Thanh Lương,133
1729,04678,Xã Hạnh Sơn,133
1730,04684,Xã Thạch Lương,133
1731,04303,Thị trấn Yên Thế,135
1732,04306,Xã Tân Phượng,135
1733,04309,Xã Lâm Thượng,135
1734,04312,Xã Khánh Thiện,135
1735,04315,Xã Minh Chuẩn,135
1736,04318,Xã Mai Sơn,135
1737,04321,Xã Khai Trung,135
1738,04324,Xã Mường Lai,135
1739,04330,Xã Minh Xuân,135
1740,04333,Xã Tô Mậu,135
1741,04336,Xã Tân Lĩnh,135
1742,04339,Xã Yên Thắng,135
1743,04342,Xã Khánh Hòa,135
1744,04345,Xã Vĩnh Lạc,135
1745,04348,Xã Liễu Đô,135
1746,04351,Xã Động Quan,135
1747,04357,Xã Minh Tiến,135
1748,04360,Xã Trúc Lâu,135
1749,04363,Xã Phúc Lợi,135
1750,04372,Xã Trung Tâm,135
1751,04375,Thị trấn Mậu A,136
1752,04378,Xã Lang Thíp,136
1753,04381,Xã Lâm Giang,136
1754,04384,Xã Châu Quế Thượng,136
1755,04387,Xã Châu Quế Hạ,136
1756,04390,Xã An Bình,136
1757,04396,Xã Đông An,136
1758,04399,Xã Đông Cuông,136
1759,04402,Xã Phong Dụ Hạ,136
1760,04405,Xã Mậu Đông,136
1761,04408,Xã Ngòi A,136
1762,04411,Xã Xuân Tầm,136
1763,04417,Xã An Thịnh,136
1764,04420,Xã Yên Thái,136
1765,04423,Xã Phong Dụ Thượng,136
1766,04426,Xã Yên Hợp,136
1767,04435,Xã Đại Phác,136
1768,04441,Xã Xuân Ái,136
1769,04447,Xã Viễn Sơn,136
1770,04450,Xã Mỏ Vàng,136
1771,04453,Xã Nà Hẩu,136
1772,04456,Thị trấn Mù Căng Chải,137
1773,04459,Xã Hồ Bốn,137
1774,04462,Xã Nậm Có,137
1775,04465,Xã Khao Mang,137
1776,04468,Xã Mồ Dề,137
1777,04471,Xã Chế Cu Nha,137
1778,04477,Xã Kim Nọi,137
1779,04480,Xã Cao Phạ,137
1780,04483,Xã La Pán Tẩn,137
1781,04486,Xã Dế Su Phình,137
1782,04489,Xã Chế Tạo,137
1783,04492,Xã Púng Luông,137
1784,04495,Xã Nậm Khắt,137
1785,04498,Thị trấn Cổ Phúc,138
1786,04501,Xã Tân Đồng,138
1787,04504,Xã Báo Đáp,138
1788,04507,Xã Đào Thịnh,138
1789,04510,Xã Việt Thành,138
1790,04513,Xã Hòa Cuông,138
1791,04516,Xã Minh Quán,138
1792,04519,Xã Quy Mông,138
1793,04522,Xã Cường Thịnh,138
1794,04525,Xã Kiên Thành,138
1795,04528,Xã Nga Quán,138
1796,04531,Xã Y Can,138
1797,04537,Xã Lương Thịnh,138
1798,04561,Xã Bảo Hưng,138
1799,04564,Xã Việt Cường,138
1800,04567,Xã Minh Quân,138
1801,04570,Xã Hồng Ca,138
1802,04576,Xã Hưng Khánh,138
1803,04582,Xã Vân Hội,138
1804,04585,Thị trấn Trạm Tấu,139
1805,04588,Xã Túc Đán,139
1806,04591,Xã Pá Lau,139
1807,04594,Xã Xà Hồ,139
1808,04597,Xã Phình Hồ,139
1809,04600,Xã Trạm Tấu,139
1810,04603,Xã Tà Si Láng,139
1811,04606,Xã Pá Hu,139
1812,04609,Xã Làng Nhì,139
1813,04612,Xã Bản Công,139
1814,04615,Xã Bản Mù,139
1815,04618,Xã Hát Lìu,139
1816,04621,Thị trấn NT Liên Sơn,140
1817,04627,Thị trấn NT Trần Phú,140
1818,04630,Xã Tú Lệ,140
1819,04633,Xã Nậm Búng,140
1820,04636,Xã Gia Hội,140
1821,04639,Xã Sùng Đô,140
1822,04642,Xã Nậm Mười,140
1823,04645,Xã An Lương,140
1824,04648,Xã Nậm Lành,140
1825,04651,Xã Sơn Lương,140
1826,04654,Xã Suối Quyền,140
1827,04657,Xã Suối Giàng,140
1828,04666,Xã Nghĩa Sơn,140
1829,04669,Xã Suối Bu,140
1830,04672,Thị trấn Sơn Thịnh,140
1831,04687,Xã Đại Lịch,140
1832,04690,Xã Đồng Khê,140
1833,04693,Xã Cát Thịnh,140
1834,04699,Xã Chấn Thịnh,140
1835,04702,Xã Bình Thuận,140
1836,04705,Xã Thượng Bằng La,140
1837,04708,Xã Minh An,140
1838,04711,Xã Nghĩa Tâm,140
1839,04717,Thị trấn Thác Bà,141
1840,04720,Xã Xuân Long,141
1841,04726,Xã Cảm Nhân,141
1842,04729,Xã Ngọc Chấn,141
1843,04732,Xã Tân Nguyên,141
1844,04738,Xã Bảo Ái,141
1845,04741,Xã Mỹ Gia,141
1846,04744,Xã Xuân Lai,141
1847,04747,Xã Mông Sơn,141
1848,04750,Xã Cảm Ân,141
1849,04756,Xã Tân Hương,141
1850,04759,Xã Phúc An,141
1851,04762,Xã Bạch Hà,141
1852,04765,Xã Vũ Linh,141
1853,04771,Xã Vĩnh Kiên,141
1854,04777,Xã Thịnh Hưng,141
1855,04780,Xã Hán Đà,141
1856,04786,Xã Đại Minh,141
1857,04789,Phường Thái Bình,148
1858,04792,Phường Tân Hòa,148
1859,04795,Phường Thịnh Lang,148
1860,04798,Phường Hữu Nghị,148
1861,04801,Phường Tân Thịnh,148
1862,04804,Phường Đồng Tiến,148
1863,04807,Phường Phương Lâm,148
1864,04813,Xã Yên Mông,148
1865,04816,Xã Sủ Ngòi,148
1866,04819,Phường Dân Chủ,148
1867,04828,Phường Thống Nhất,148
1868,04894,Phường Kỳ Sơn,148
1869,04897,Xã Thịnh Minh,148
1870,04912,Xã Mông Hóa,148
1871,04831,Thị trấn Đà Bắc,150
1872,04834,Xã Nánh Nghê,150
1873,04840,Xã Giáp Đắt,150
1874,04846,Xã Mường Chiềng,150
1875,04849,Xã Tân Pheo,150
1876,04852,Xã Đồng Chum,150
1877,04858,Xã Đoàn Kết,150
1878,04861,Xã Đồng Ruộng,150
1879,04867,Xã Tú Lý,150
1880,04873,Xã Yên Hòa,150
1881,04879,Xã Toàn Sơn,150
1882,04885,Xã Hiền Lương,150
1883,04891,Xã Vầy Nưa,150
1884,04924,Thị trấn Lương Sơn,152
1885,04942,Xã Lâm Sơn,152
1886,04945,Xã Hòa Sơn,152
1887,04951,Xã Tân Vinh,152
1888,04954,Xã Nhuận Trạch,152
1889,04960,Xã Cư Yên,152
1890,04969,Xã Liên Sơn,152
1891,05041,Xã Thanh Sơn,152
1892,04978,Thị trấn Bo,153
1893,04984,Xã Đú Sáng,153
1894,04987,Xã Hùng Sơn,153
1895,04990,Xã Bình Sơn,153
1896,04999,Xã Tú Sơn,153
1897,05005,Xã Vĩnh Tiến,153
1898,05014,Xã Đông Bắc,153
1899,05017,Xã Xuân Thủy,153
1900,05026,Xã Vĩnh Đồng,153
1901,05035,Xã Kim Lập,153
1902,05065,Xã Kim Bôi,153
1903,05068,Xã Nam Thượng,153
1904,05077,Xã Cuối Hạ,153
1905,05080,Xã Sào Báy,153
1906,05083,Mỵ Hòa,153
1907,05086,Xã Nuông Dăm,153
1908,05089,Thị trấn Cao Phong,154
1909,05092,Xã Bình Thanh,154
1910,05095,Xã Thung Nai,154
1911,05101,Xã Thu Phong,154
1912,05104,Xã Hợp Phong,154
1913,05110,Xã Tây Phong,154
1914,05116,Xã Dũng Phong,154
1915,05125,Xã Thạch Yên,154
1916,05128,Thị trấn Mãn Đức,155
1917,05134,Xã Suối Hoa,155
1918,05137,Xã Phú Vinh,155
1919,05143,Xã Mỹ Hòa,155
1920,05152,Xã Quyết Chiến,155
1921,05158,Xã Phong Phú,155
1922,05164,Xã Tử Nê,155
1923,05167,Xã Thanh Hối,155
1924,05173,Xã Đông Lai,155
1925,05182,Xã Nhân Mỹ,155
1926,05191,Xã Lỗ Sơn,155
1927,05194,Xã Ngổ Luông,155
1928,05197,Xã Gia Mô,155
1929,05200,Thị trấn Mai Châu,156
1930,05206,Xã Sơn Thủy,156
1931,05209,Xã Pà Cò,156
1932,05212,Xã Hang Kia,156
1933,05224,Xã Cun Pheo,156
1934,05227,Xã Bao La,156
1935,05233,Xã Tòng Đậu,156
1936,05242,Xã Nà Phòn,156
1937,05245,Xã Xăm Khòe,156
1938,05248,Xã Chiềng Châu,156
1939,05251,Xã Mai Hạ,156
1940,05254,Xã Thành Sơn,156
1941,05257,Xã Mai Hịch,156
1942,05263,Xã Vạn Mai,156
1943,05266,Thị trấn Vụ Bản,157
1944,05269,Xã Quý Hòa,157
1945,05272,Xã Miền Đồi,157
1946,05278,Xã Tuân Đạo,157
1947,05281,Xã Văn Nghĩa,157
1948,05284,Xã Văn Sơn,157
1949,05290,Xã Nhân Nghĩa,157
1950,05302,Xã Xuất Hóa,157
1951,05308,Xã Bình Hẻm,157
1952,05320,Xã Định Cư,157
1953,05323,Xã Chí Đạo,157
1954,05329,Xã Ngọc Sơn,157
1955,05332,Xã Hương Nhượng,157
1956,05335,Xã Vũ Bình,157
1957,05341,Xã Yên Nghiệp,157
1958,05347,Xã Ân Nghĩa,157
1959,05350,Xã Ngọc Lâu,157
1960,05353,Thị trấn Hàng Trạm,158
1961,05356,Xã Lạc Sỹ,158
1962,05362,Xã Lạc Lương,158
1963,05365,Xã Bảo Hiệu,158
1964,05368,Xã Đa Phúc,158
1965,05371,Xã Hữu Lợi,158
1966,05374,Xã Lạc Thịnh,158
1967,05383,Xã Phú Lai,158
1968,05386,Xã Yên Trị,158
1969,05389,Xã Ngọc Lương,158
1970,04981,Thị trấn Ba Hàng Đồi,159
1971,05392,Thị trấn Chi Nê,159
1972,05398,Xã Phú Thành,159
1973,05404,Xã Hưng Thi,159
1974,05413,Xã Khoan Dụ,159
1975,05422,Xã Yên Bồng,159
1976,05431,Phường Quán Triều,164
1977,05434,Phường Quang Vinh,164
1978,05437,Phường Túc Duyên,164
1979,05443,Phường Trưng Vương,164
1980,05449,Phường Phan Đình Phùng,164
1981,05455,Phường Thịnh Đán,164
1982,05458,Phường Đồng Quang,164
1983,05461,Phường Gia Sàng,164
1984,05464,Phường Tân Lập,164
1985,05467,Phường Cam Giá,164
1986,05470,Phường Phú Xá,164
1987,05473,Phường Hương Sơn,164
1988,05476,Phường Trung Thành,164
1989,05479,Phường Tân Thành,164
1990,05482,Phường Tân Long,164
1991,05485,Xã Phúc Hà,164
1992,05488,Xã Phúc Xuân,164
1993,05494,Xã Phúc Trìu,164
1994,05497,Xã Thịnh Đức,164
1995,05500,Phường Tích Lương,164
1996,05503,Xã Tân Cương,164
1997,05653,Xã Sơn Cẩm,164
1998,05659,Phường Chùa Hang,164
1999,05695,Xã Cao Ngạn,164
2000,05701,Xã Linh Sơn,164
2001,05710,Phường Đồng Bẩm,164
2002,05713,Xã Huống Thượng,164
2003,05914,Xã Đồng Liên,164
2004,05506,Phường Lương Sơn,165
2005,05509,Phường Châu Sơn,165
2006,05512,Phường Mỏ Chè,165
2007,05515,Phường Cải Đan,165
2008,05518,Phường Thắng Lợi,165
2009,05521,Phường Phố Cò,165
2010,05528,Phường Bách Quang,165
2011,05533,Xã Bá Xuyên,165
2012,05536,Thị trấn Chợ Chu,167
2013,05539,Xã Linh Thông,167
2014,05542,Xã Lam Vỹ,167
2015,05545,Xã Quy Kỳ,167
2016,05551,Xã Kim Phượng,167
2017,05554,Xã Bảo Linh,167
2018,05560,Xã Phúc Chu,167
2019,05566,Xã Phượng Tiến,167
2020,05569,Xã Bảo Cường,167
2021,05572,Xã Đồng Thịnh,167
2022,05575,Xã Định Biên,167
2023,05578,Xã Thanh Định,167
2024,05581,Xã Trung Hội,167
2025,05584,Xã Trung Lương,167
2026,05590,Xã Điềm Mặc,167
2027,05593,Xã Phú Tiến,167
2028,05596,Xã Bộc Nhiêu,167
2029,05602,Xã Phú Đình,167
2030,05605,Xã Bình Thành,167
2031,05608,Thị trấn Giang Tiên,168
2032,05611,Thị trấn Đu,168
2033,05614,Xã Yên Ninh,168
2034,05617,Xã Yên Trạch,168
2035,05620,Xã Yên Đổ,168
2036,05626,Xã Ôn Lương,168
2037,05629,Xã Động Đạt,168
2038,05632,Xã Phủ Lý,168
2039,05635,Xã Phú Đô,168
2040,05641,Xã Tức Tranh,168
2041,05644,Xã Phấn Mễ,168
2042,05647,Xã Vô Tranh,168
2043,05650,Xã Cổ Lũng,168
2044,05656,Thị trấn Sông Cầu,169
2045,05662,Thị trấn Trại Cau,169
2046,05665,Xã Văn Lăng,169
2047,05674,Xã Quang Sơn,169
2048,05677,Xã Minh Lập,169
2049,05680,Xã Văn Hán,169
2050,05683,Xã Hóa Trung,169
2051,05686,Xã Khe Mo,169
2052,05689,Xã Cây Thị,169
2053,05692,Xã Hóa Thượng,169
2054,05704,Xã Tân Lợi,169
2055,05707,Xã Nam Hòa,169
2056,05716,Thị trấn Đình Cả,170
2057,05719,Xã Sảng Mộc,170
2058,05722,Xã Nghinh Tường,170
2059,05725,Xã Thần Xa,170
2060,05728,Xã Vũ Chấn,170
2061,05731,Xã Thượng Nung,170
2062,05734,Xã Phú Thượng,170
2063,05737,Xã Cúc Đường,170
2064,05740,Xã La Hiên,170
2065,05743,Xã Lâu Thượng,170
2066,05746,Xã Tràng Xá,170
2067,05749,Xã Phương Giao,170
2068,05755,Xã Dân Tiến,170
2069,05761,Thị trấn Hùng Sơn,171
2070,05764,Thị trấn Quân Chu,171
2071,05767,Xã Phúc Lương,171
2072,05773,Xã Yên Lãng,171
2073,05776,Xã Đức Lương,171
2074,05782,Xã Na Mao,171
2075,05785,Xã Phú Lạc,171
2076,05788,Xã Tân Linh,171
2077,05794,Xã Phục Linh,171
2078,05797,Xã Phú Xuyên,171
2079,05800,Xã Bản Ngoại,171
2080,05803,Xã Tiên Hội,171
2081,05809,Xã Cù Vân,171
2082,05812,Xã Hà Thượng,171
2083,05815,Xã La Bằng,171
2084,05818,Xã Hoàng Nông,171
2085,05821,Xã Khôi Kỳ,171
2086,05827,Xã Tân Thái,171
2087,05833,Xã Lục Ba,171
2088,05836,Xã Mỹ Yên,171
2089,05839,Xã Vạn Thọ,171
2090,05842,Xã Văn Yên,171
2091,05845,Xã Ký Phú,171
2092,05848,Xã Cát Nê,171
2093,05851,Xã Quân Chu,171
2094,05854,Phường Bãi Bông,172
2095,05857,Phường Bắc Sơn,172
2096,05860,Phường Ba Hàng,172
2097,05863,Xã Phúc Tân,172
2098,05866,Xã Phúc Thuận,172
2099,05869,Xã Hồng Tiến,172
2100,05875,Xã Đắc Sơn,172
2101,05887,Xã Vạn Phái,172
2102,05890,Xã Nam Tiến,172
2103,05896,Xã Đông Cao,172
2104,05905,Xã Thuận Thành,172
2105,05908,Thị trấn Hương Sơn,173
2106,05911,Xã Bàn Đạt,173
2107,05917,Xã Tân Khánh,173
2108,05920,Xã Tân Kim,173
2109,05926,Xã Đào Xá,173
2110,05929,Xã Bảo Lý,173
2111,05932,Xã Thượng Đình,173
2112,05938,Xã Nhã Lộng,173
2113,05941,Xã Điềm Thụy,173
2114,05944,Xã Xuân Phương,173
2115,05947,Xã Tân Đức,173
2116,05950,Xã Úc Kỳ,173
2117,05953,Xã Lương Phú,173
2118,05956,Xã Nga My,173
2119,05959,Xã Kha Sơn,173
2120,05962,Xã Thanh Ninh,173
2121,05965,Xã Dương Thành,173
2122,05968,Xã Hà Châu,173
2123,05974,Phường Tam Thanh,178
2124,05977,Phường Vĩnh Trại,178
2125,05980,Phường Đông Kinh,178
2126,05983,Phường Chi Lăng,178
2127,05986,Xã Hoàng Đồng,178
2128,05989,Xã Quảng Lạc,178
2129,05992,Xã Mai Pha,178
2130,05995,Thị trấn Thất Khê,180
2131,05998,Xã Khánh Long,180
2132,06004,Xã Quốc Khánh,180
2133,06010,Xã Cao Minh,180
2134,06013,Xã Chí Minh,180
2135,06022,Xã Tân Yên,180
2136,06025,Xã Đội Cấn,180
2137,06034,Xã Chi Lăng,180
2138,06043,Xã Đào Viên,180
2139,06046,Xã Đề Thám,180
2140,06049,Xã Kháng Chiến,180
2141,06058,Xã Quốc Việt,180
2142,06061,Xã Hùng Việt,180
2143,06064,Thị trấn Bình Gia,181
2144,06082,Xã Yên Lỗ,181
2145,06085,Xã Thiện Hòa,181
2146,06091,Xã Thiện Thuật,181
2147,06097,Xã Thiện Long,181
2148,06118,Xã Bình La,181
2149,06121,Xã Tân Văn,181
2150,06124,Thị trấn Na Sầm,182
2151,06127,Xã Trùng Khánh,182
2152,06130,Xã Bắc Việt,182
2153,06133,Xã Bắc La,182
2154,06142,Xã Tân Tác,182
2155,06145,Xã Bắc Hùng,182
2156,06151,Xã Hội Hoan,182
2157,06157,Xã Hoàng Việt,182
2158,06160,Xã Gia Miễn,182
2159,06163,Xã Thành Hòa,182
2160,06178,Xã  Hoàng Văn Thụ,182
2161,06181,Xã Nhạc Kỳ,182
2162,06184,Thị trấn Đồng Đăng,183
2163,06187,Thị trấn Cao Lộc,183
2164,06190,Xã Bảo Lâm,183
2165,06193,Xã Thanh Lòa,183
2166,06196,Xã Cao Lâu,183
2167,06199,Xã Thạch Đạn,183
2168,06202,Xã Xuất Lễ,183
2169,06211,Xã Lộc Yên,183
2170,06214,Xã Phú Xá,183
2171,06220,Xã Hải Yến,183
2172,06223,Xã Hòa Cư,183
2173,06232,Xã Công Sơn,183
2174,06235,Xã Gia Cát,183
2175,06238,Xã Mẫu Sơn,183
2176,06244,Xã Tân Liên,183
2177,06253,Thị trấn Văn Quan,184
2178,06256,Xã Trấn Ninh,184
2179,06259,Xã Liên Hội,184
2180,06265,Xã Điềm He,184
2181,06277,Xã Tú Xuyên,184
2182,06283,Xã An Sơn,184
2183,06286,Xã Khánh Khê,184
2184,06292,Xã Lương Năng,184
2185,06295,Xã Đồng Giáp,184
2186,06301,Xã Tràng Các,184
2187,06307,Xã Tân Đoàn,184
2188,06310,Xã Bình Phúc,184
2189,06313,Xã Tri Lễ,184
2190,06316,Xã Tràng Phái,184
2191,06319,Xã Yên Phúc,184
2192,06322,Xã Hữu Lễ,184
2193,06325,Thị trấn Bắc Sơn,185
2194,06328,Xã Long Đống,185
2195,06331,Xã Vạn Thủy,185
2196,06337,Xã Đồng ý,185
2197,06340,Xã Tân Tri,185
2198,06343,Xã Bắc Quỳnh,185
2199,06349,Xã Hưng Vũ,185
2200,06355,Xã Vũ Sơn,185
2201,06358,Xã Chiêu Vũ,185
2202,06364,Xã Chiến Thắng,185
2203,06367,Xã Vũ Lăng,185
2204,06370,Xã Trấn Yên,185
2205,06373,Xã Vũ Lễ,185
2206,06376,Xã Nhất Hòa,185
2207,06382,Xã Nhất Tiến,185
2208,06385,Thị trấn Hữu Lũng,186
2209,06388,Xã Hữu Liên,186
2210,06406,Xã Thiện Tân,186
2211,06412,Xã Yên Vượng,186
2212,06418,Xã Nhật Tiến,186
2213,06427,Xã Cai Kinh,186
2214,06430,Xã Hòa Lạc,186
2215,06433,Xã Vân Nham,186
2216,06451,Xã Hồ Sơn,186
2217,06457,Xã Minh Hòa,186
2218,06460,Xã Hòa Thắng,186
2219,06463,Thị trấn Đồng Mỏ,187
2220,06466,Thị trấn Chi Lăng,187
2221,06472,Xã Vân Thủy,187
2222,06475,Xã Gia Lộc,187
2223,06478,Xã Bắc Thủy,187
2224,06484,Xã Mai Sao,187
2225,06487,Xã Bằng Hữu,187
2226,06490,Xã Thượng Cường,187
2227,06493,Xã Bằng Mạc,187
2228,06505,Xã Vạn Linh,187
2229,06514,Xã Hữu Kiên,187
2230,06517,Xã Quan Sơn,187
2231,06520,Xã Y Tịch,187
2232,06526,Thị trấn Na Dương,188
2233,06529,Thị trấn Lộc Bình,188
2234,06541,Xã Yên Khoái,188
2235,06547,Xã Tú Mịch,188
2236,06550,Xã Hữu Khánh,188
2237,06553,Xã Đồng Bục,188
2238,06559,Xã Tam Gia,188
2239,06562,Xã Tú Đoạn,188
2240,06565,Xã Khuất Xá,188
2241,06574,Xã Tĩnh Bắc,188
2242,06589,Xã Sàn Viên,188
2243,06592,Xã Đông Quan,188
2244,06595,Xã Minh Hiệp,188
2245,06598,Xã Hữu Lân,188
2246,06601,Xã Lợi Bác,188
2247,06604,Xã Nam Quan,188
2248,06610,Xã Ái Quốc,188
2249,06613,Thị trấn Đình Lập,189
2250,06616,Thị trấn NT Thái Bình,189
2251,06619,Xã Bắc Xa,189
2252,06622,Xã Bính Xá,189
2253,06625,Xã Kiên Mộc,189
2254,06628,Xã Đình Lập,189
2255,06640,Xã Lâm Ca,189
2256,06643,Xã Đồng Thắng,189
2257,06646,Xã Bắc Lãng,189
2258,06649,Phường Hà Khánh,193
2259,06652,Phường Hà Phong,193
2260,06655,Phường Hà Khẩu,193
2261,06658,Phường Cao Xanh,193
2262,06661,Phường Giếng Đáy,193
2263,06664,Phường Hà Tu,193
2264,06667,Phường Hà Trung,193
2265,06670,Phường Hà Lầm,193
2266,06673,Phường Bãi Cháy,193
2267,06676,Phường Cao Thắng,193
2268,06679,Phường Hùng Thắng,193
2269,06688,Phường Hồng Hải,193
2270,06691,Phường Hồng Gai,193
2271,06700,Phường Tuần Châu,193
2272,06706,Phường Đại Yên,193
2273,07030,Phường Hoành Bồ,193
2274,07033,Xã Kỳ Thượng,193
2275,07036,Xã Đồng Sơn,193
2276,07042,Xã Đồng Lâm,193
2277,07048,Xã Vũ Oai,193
2278,07054,Xã Quảng La,193
2279,07057,Xã Bằng Cả,193
2280,07063,Xã Sơn Dương,193
2281,06709,Phường Ka Long,194
2282,06715,Phường Ninh Dương,194
2283,06718,Phường Hòa Lạc,194
2284,06721,Phường Trà Cổ,194
2285,06724,Xã Hải Sơn,194
2286,06730,Xã Hải Đông,194
2287,06733,Xã Hải Tiến,194
2288,06736,Phường Hải Yên,194
2289,06739,Xã Quảng Nghĩa,194
2290,06742,Phường Hải Hòa,194
2291,06745,Xã Hải Xuân,194
2292,06748,Xã Vạn Ninh,194
2293,06751,Phường Bình Ngọc,194
2294,06754,Xã Vĩnh Trung,194
2295,06757,Xã Vĩnh Thực,194
2296,06760,Phường Mông Dương,195
2297,06763,Phường Cửa Ông,195
2298,06766,Phường Cẩm Sơn,195
2299,06769,Phường Cẩm Đông,195
2300,06772,Phường Cẩm Phú,195
2301,06775,Phường Cẩm Tây,195
2302,06778,Phường Quang Hanh,195
2303,06781,Phường Cẩm Thịnh,195
2304,06784,Phường Cẩm Thủy,195
2305,06787,Phường Cẩm Thạch,195
2306,06790,Phường Cẩm Thành,195
2307,06793,Phường Cẩm Trung,195
2308,06796,Phường Cẩm Bình,195
2309,06802,Xã Cẩm Hải,195
2310,06805,Xã Dương Huy,195
2311,06808,Phường Vàng Danh,196
2312,06811,Phường Thanh Sơn,196
2313,06823,Phường Nam Khê,196
2314,06826,Phường Yên Thanh,196
2315,06829,Xã Thượng Yên Công,196
2316,06832,Phường Phương Đông,196
2317,06835,Phường Phương Nam,196
2318,06838,Thị trấn Bình Liêu,198
2319,06841,Xã Hoành Mô,198
2320,06847,Xã Đồng Văn,198
2321,06853,Xã Vô Ngại,198
2322,06856,Xã Lục Hồn,198
2323,06859,Xã Húc Động,198
2324,06862,Thị trấn Tiên Yên,199
2325,06865,Xã Hà Lâu,199
2326,06868,Xã Đại Dực,199
2327,06871,Xã Phong Dụ,199
2328,06874,Xã Điền Xá,199
2329,06877,Xã Đông Ngũ,199
2330,06880,Xã Yên Than,199
2331,06883,Xã Đông Hải,199
2332,06886,Xã Hải Lạng,199
2333,06889,Xã Tiên Lãng,199
2334,06892,Xã Đồng Rui,199
2335,06895,Thị trấn Đầm Hà,200
2336,06901,Xã Quảng An,200
2337,06904,Xã Tân Bình,200
2338,06910,Xã Dực Yên,200
2339,06913,Xã Quảng Tân,200
2340,06916,Xã Đầm Hà,200
2341,06919,Xã Đại Bình,200
2342,06922,Thị trấn Quảng Hà,201
2343,06925,Xã Quảng Đức,201
2344,06928,Xã Quảng Sơn,201
2345,06931,Xã Quảng Thành,201
2346,06937,Xã Quảng Thịnh,201
2347,06940,Xã Quảng Minh,201
2348,06943,Xã Quảng Chính,201
2349,06946,Xã Quảng Long,201
2350,06949,Xã Đường Hoa,201
2351,06952,Xã Quảng Phong,201
2352,06967,Xã Cái Chiên,201
2353,06970,Thị trấn Ba Chẽ,202
2354,06979,Xã Đạp Thanh,202
2355,06985,Xã Lương Mông,202
2356,06988,Xã Đồn Đạc,202
2357,06991,Xã Minh Cầm,202
2358,06994,Thị trấn Cái Rồng,203
2359,06997,Xã Đài Xuyên,203
2360,07000,Xã Bình Dân,203
2361,07012,Xã Hạ Long,203
2362,07015,Xã Đông Xá,203
2363,07024,Xã Quan Lạn,203
2364,07027,Xã Ngọc Vừng,203
2365,07069,Phường Mạo Khê,205
2366,07072,Phường Đông Triều,205
2367,07075,Xã An Sinh,205
2368,07078,Xã Tràng Lương,205
2369,07081,Xã Bình Khê,205
2370,07084,Xã Việt Dân,205
2371,07087,Xã Tân Việt,205
2372,07093,Phường Đức Chính,205
2373,07096,Phường Tràng An,205
2374,07102,Xã Thủy An,205
2375,07105,Phường Xuân Sơn,205
2376,07108,Xã Hồng Thái Tây,205
2377,07111,Xã Hồng Thái Đông,205
2378,07114,Phường Hoàng Quế,205
2379,07117,Phường Yên Thọ,205
2380,07120,Phường Hồng Phong,205
2381,07123,Phường Kim Sơn,205
2382,07126,Phường Hưng Đạo,205
2383,07129,Xã Yên Đức,205
2384,07132,Phường Quảng Yên,206
2385,07135,Phường Đông Mai,206
2386,07138,Phường Minh Thành,206
2387,07144,Xã Sông Khoai,206
2388,07147,Xã Hiệp Hòa,206
2389,07150,Phường Cộng Hòa,206
2390,07153,Xã Tiền An,206
2391,07156,Xã Hoàng Tân,206
2392,07162,Phường Yên Giang,206
2393,07165,Phường Nam Hòa,206
2394,07168,Phường Hà An,206
2395,07171,Xã Cẩm La,206
2396,07174,Phường Phong Hải,206
2397,07177,Phường Yên Hải,206
2398,07183,Phường Phong Cốc,206
2399,07186,Xã Liên Vị,206
2400,07192,Thị trấn Cô Tô,207
2401,07198,Xã Thanh Lân,207
2402,07201,Phường Thọ Xương,213
2403,07204,Phường Trần Nguyên Hãn,213
2404,07216,Phường Mỹ Độ,213
2405,07222,Xã Song Mai,213
2406,07225,Phường Xương Giang,213
2407,07228,Phường Đa Mai,213
2408,07231,Phường Dĩnh Kế,213
2409,07441,Xã Dĩnh Trì,213
2410,07705,Xã Song Khê,213
2411,07249,Xã Xuân Lương,215
2412,07252,Xã Tam Tiến,215
2413,07255,Xã Đồng Vương,215
2414,07258,Xã Đồng Hưu,215
2415,07276,Xã Tân Hiệp,215
2416,07279,Xã Hương Vĩ,215
2417,07282,Xã Đồng Kỳ,215
2418,07288,Thị trấn Phồn Xương,215
2419,07291,Xã Tân Sỏi,215
2420,07294,Thị trấn Bố Hạ,215
2421,07303,Xã Lan Giới,216
2422,07306,Thị trấn Nhã Nam,216
2423,07309,Xã Tân Trung,216
2424,07312,Xã Đại Hóa,216
2425,07321,Xã An Dương,216
2426,07330,Xã Hợp Đức,216
2427,07333,Xã Lam Cốt,216
2428,07336,Xã Cao Xá,216
2429,07339,Thị trấn Cao Thượng,216
2430,07342,Xã Việt Ngọc,216
2431,07345,Xã Song Vân,216
2432,07348,Xã Ngọc Châu,216
2433,07351,Xã Ngọc Vân,216
2434,07354,Xã Việt Lập,216
2435,07357,Xã Liên Chung,216
2436,07360,Xã Ngọc Thiện,216
2437,07363,Xã Ngọc Lý,216
2438,07366,Xã Quế Nham,216
2439,07375,Thị trấn Vôi,217
